sample_id,image,text,label,cleaned_text
4964,4964.jpg,4964.txt,positive,Best red carpet style + makeup at the & HFPA party during #tiff15:
14795,14795.jpg,14795.txt,negative,New outdoor gym in Northend #dartmouth got in 50 reps and 18 bedbug bites. #halifax. #doyouevenlift
9318,9318.jpg,9318.txt,negative,Ashton grabbing his butt #ShesKindaHotVMA
9128,9128.jpg,9128.txt,negative,JUST RT!!! STOP WHAT YOU'RE DOING & RT WHOEVER YOU ARE #ShesKindaHotVMA
8565,8565.jpg,8565.txt,negative,This is how 5sos got me feeling lately #ShesKindaHotVMA
5469,5469.jpg,5469.txt,positive,#MMRsquad celebrating hard over the ' 5-1 win! Way to go fellas #BlueJays #worldchamps2015
2815,2815.jpg,2815.txt,negative,Tweets about are serious & rightly so. Thought I'd inject a little humor on the 1st of September! #elxn42
19250,19250.jpg,19250.txt,negative,Until 5 a.m. Tuesday just a single lane gets by on Crowchild Trail at Flanders Ave. Crews demolishing overpass #yyc
2957,2957.jpg,2957.txt,positive,Well said! Register to vote help others register & get to the polls #indigenous #firstnation #elxn2015
16326,16326.jpg,16326.txt,positive,I would love to show you my #listing at #551 - 24 SOUTHPORT ST #Toronto #ON #realestate
14735,14735.jpg,14735.txt,positive,CUPE 79 inside workers going door to door for #NDP #TM4PM #OnlyPartyWithAFuture
3736,3736.jpg,3736.txt,negative,Not so Great moment in Canadian History #elxn42 #Cdnpoli
3391,3391.jpg,3391.txt,negative,#elxn42 #elxn2015 #notfairelectionsact Lifted from
16156,16156.jpg,16156.txt,positive,"The upcoming wedding in 9 days! here is the #prewedding photo in #Toronto , #Dress & #Tuxedo by"
9752,9752.jpg,9752.txt,negative,"' data shows Cdns think struck right tone on #SyrianRefugees, surging as choice PM #CdnPoli"
6376,6376.jpg,6376.txt,positive,Ready for some jazz? We know we are. #wellingtonendmusicfestival #hintonburg
7701,7701.jpg,7701.txt,positive,#NationalDogDay Me and Batman
12729,12729.jpg,12729.txt,negative,Take your shades!! More sun on the way today.. Your #HamOnt #BurlON weather&traffic now
11451,11451.jpg,11451.txt,negative,People stop leaving your dogs in the car! There are 3 crammed in the back of this one. #YEG #yegpets #pets #dogs
8937,8937.jpg,8937.txt,negative,But guys the boys are only 2 1/2 hours from me ?????????? #ShesKindaHotVMA
13609,13609.jpg,13609.txt,positive,#OaklandWSOC starting lineup at St. Bonaventure!! Follow on Live Stats: #WearTheBear
14410,14410.jpg,14410.txt,positive,5:15 can't come soon enough. We're ready to party #yogaparty #yogainthepark
2508,2508.jpg,2508.txt,negative,?? Who is who and does what in the #elxn42 Conservative War Room? #CPC #CDNpoli #CANpoli
14082,14082.jpg,14082.txt,negative,RT #art #fineart #artist Fanny Nushka Moreaux #painting
3321,3321.jpg,3321.txt,negative,If abortion is a settled issue in #Canada then why people get upset with images of abortion? #cdnpoli #elxn42 #CPC
10511,10511.jpg,10511.txt,negative,Here's a tip #Canada you built frustration not brand waiting 5:30 mins for free #wifi #Whitby
13421,13421.jpg,13421.txt,negative,Definitely a hot one in O-Town today...staying inside in A/C enjoying some down time #CrazinessStartsTmrw
21682,21682.jpg,21682.txt,negative,RT BC HIS HAT #ShesKindaHotVM?
17755,17755.jpg,17755.txt,positive,"Sometimes I think... you are too beautiful to be real, #Vancouver #EnglishBay"
15844,15844.jpg,15844.txt,positive,"Oh just 's KAMAMESHI: wild mushrooms, burdock root, yam cake & truffle soy butter.????#RFFtoronto"
9460,9460.jpg,9460.txt,positive,#ShesKindaHotVMA VOTE. DO IT FOR MICHAEL. AND LUKE. AND ASHTON. AND CALUM.
7551,7551.jpg,7551.txt,negative,Why should u vote! #fake #fakeelection #fakeconservatives
20286,20286.jpg,20286.txt,positive,Love my church... It's like a breath of fresh air. Happy 4th Anniversary ! #TLCTurns4 #Ottawa #Blessed
16931,16931.jpg,16931.txt,positive,#Danforth Food Market Pharmacy #L&#39;Amoreaux #Toronto Excellent
7175,7175.jpg,7175.txt,positive,One word. #AMAZING Thank U for an amazing night last night. Your gift of #MUSIC &Dance.. #inspirational
14517,14517.jpg,14517.txt,negative,Who wants to grow up and become a pothole artist?! #infrastructure #publicart #tacticalurbanism
18978,18978.jpg,18978.txt,positive,Our pick for lunch today! #yycfoodies #IAMDOWNTOWN #rainyday #comfortfood
3460,3460.jpg,3460.txt,negative,"Harper CPC's Touching Concern Abt Refugees in Riding Mailer, Prior 3-Yr Old Syrian Refugee Drowning #cdnpoli #elxn42"
8059,8059.jpg,8059.txt,positive,Thanks for these adorable frames of Foxy & I #NationalDogDay
20381,20381.jpg,20381.txt,positive,"Listening to AC/DC from 1785 Riverside. Shoot to Thrill! """"Let's do this #OTTAWA STYLE!"""""
13333,13333.jpg,13333.txt,negative,FTWD's most nail-biting episode so far #FearTheWalkingDead #TheDog
9824,9824.jpg,9824.txt,negative,Gotta to spend more on ads than the food itself to make people eat that shit #McDonalds #poison #GMO #cdnpoli
21896,21896.jpg,21896.txt,negative,fix the doors
13997,13997.jpg,13997.txt,positive,Here's this for your eyes. :) RT via Illustration Kim Ji-Hyuck ( Hanuol ) #art #painting
10141,10141.jpg,10141.txt,negative,Same union that said this? #cdnpoli #polqc
15786,15786.jpg,15786.txt,positive,Perfect way to conquer #HumpDay. #Toronto #Food #coffee #Flowers
13416,13416.jpg,13416.txt,positive,4 days-->a whole 90 minutes of epic! #FearTheWalkingDead
10433,10433.jpg,10433.txt,negative,Super long line up at #YYZ passengers worried about missing their flights. #help us #Toronto #Canada
19051,19051.jpg,19051.txt,negative,"Anyone recognise this guy? Dog attack in #EdworthyPark on Sunday, gave fake name/info. #yyc #yycpets #coward"
2711,2711.jpg,2711.txt,positive,"""""Better is always possible."""" - Justin Trudeau. On Oct 19, help us create a Better Canada! #elxn42"
5659,5659.jpg,5659.txt,positive,yo congrats on making the big leagues man I had no idea #LETSGOBLUEJAYS
10534,10534.jpg,10534.txt,negative,Last nights #mombachomoment. ?? #HumidorCigarCo #summer2015 #cigars #sotl #Woodbridge #Canada
20751,20751.jpg,20751.txt,positive,#SelfieForNash is at number two let's get it to number one. Am I right ladies.
8986,8986.jpg,8986.txt,negative,#ShesKindaHotVMA luke in snap backs is life
17045,17045.jpg,17045.txt,negative,#itokeinpublic keep vapor lounges open #marijuana #Vancouver puffing everywhere #protest unfair refs.
13631,13631.jpg,13631.txt,negative,“: #DonneInArte #ArtLovers C.Watelet
19832,19832.jpg,19832.txt,positive,"FOR RENT! Fantastic 4 bdrm detached home. Beautiful. $3,500 month. #ManorPark #Ottawa #ottcity #Ottawarealestate."
13503,13503.jpg,13503.txt,positive,Q: how do #UBCJumpStart students get around on transit before Sept 1? #UBC #JumpStart #IamUBC #CompassCard
10054,10054.jpg,10054.txt,negative,If abortion is a settled issue in #Canada then why people get upset with images of abortion? #cdnpoli #NDP #Mulcair
22398,22398.jpg,22398.txt,negative,Wait what???
14683,14683.jpg,14683.txt,negative,?? wish you the best ? #bestfriends #heartbroken #missingyoualready #vancouver
7643,7643.jpg,7643.txt,positive,EVERY day is #NationalDogDay in Scotland! #Respect #Love
10740,10740.jpg,10740.txt,positive,New Blog: Once and for all… this is how you speed up your #WAN; From #Canada around the Globe;
18550,18550.jpg,18550.txt,positive,I love Mexico! Dancers from Viva Mexico & Viva La danza on main stage #yyc
18659,18659.jpg,18659.txt,negative,"Buddy, it's bad enough to drive a Dodge Magnum. At least refrain from being a total douchebag. #yyc #yycroads"
7970,7970.jpg,7970.txt,positive,#NationalDogDay because my dog is hella ugly
6153,6153.jpg,6153.txt,positive,Goal: #VGH #Vancouver #Nursing #RN
3609,3609.jpg,3609.txt,positive,"PC Party, #Youth, #Education,Opportunity,#RenewableResources, Proudly #Canada's PCs #elxn42"
9527,9527.jpg,9527.txt,negative,look at these attempts omg so sad ?? #ShesKindaHotVMA #CONGRATS5SOS
15113,15113.jpg,15113.txt,positive,Now that's a wild fermentation! #native #wild #wautoma #WAwine
14641,14641.jpg,14641.txt,positive,amethyst in the glow new #ballerina themed #painting #art #dance #artwork #acrylicpainting
2602,2602.jpg,2602.txt,positive,"Rona Ambrose and Laureen Harper speak at a gathering this morning in Stony Plain, Alta. #elxn42"
19114,19114.jpg,19114.txt,positive,a SALE at DaDe velvet pillows | 50% off | sept 10 - 17 #getitatDaDe #shopyyc #lifestyle
21151,21151.jpg,21151.txt,positive,Fun times CNE 2015
12088,12088.jpg,12088.txt,positive,I love when I get messages from clients like this! #yegfit #fitfam #workouts #gymlife #mobilefitness
9878,9878.jpg,9878.txt,negative,EDITORIAL: Is funding crunch hurting prisons like Springhill Institution? #cdnpoli
20842,20842.jpg,20842.txt,positive,#SelfieForNash Hi my name is Maria I was born in Colombia and now live in Canada and I ?? U x20
13135,13135.jpg,13135.txt,positive,PASTEL BIRCH #HamOnt 5 days 'til #Supercrawl We'll be between Mulberry & Barton. Hope to see you all there.
3228,3228.jpg,3228.txt,positive,THIS #elxn42 #polqc
12057,12057.jpg,12057.txt,positive,#freebies #yegevents @ 4pm #swagbags 4 1st 50 ladies
10439,10439.jpg,10439.txt,negative,RT IF YOU'RE FROM ALBERTA #CANADAMATTERS5SOS
7289,7289.jpg,7289.txt,negative,"""""Lady"""" Just sharing LOVE an A #Music #Cover from my #Garage to you."
4269,4269.jpg,4269.txt,positive,"Interested in a #Nursing #job near #NewLondon, NH? This could be a great fit: #Hiring"
7184,7184.jpg,7184.txt,positive,Nikita is singing tonight at 630. #livemusic #drinks #foodie
6446,6446.jpg,6446.txt,negative,"""""Lady"""" Just sharing LOVE an A #Music #Cover from my #Garage to you."
7867,7867.jpg,7867.txt,positive,So proud of Anthony on this #NationalDogDay
13193,13193.jpg,13193.txt,negative,#UAW - all taxpayers #USA had to pay $30 BILLION dollars - via #Obama . #WarrenMI Other unions...............?
14701,14701.jpg,14701.txt,positive,Final result my painting #Margaritas #artwork #oilpainting #oleo #art #artist
10958,10958.jpg,10958.txt,positive,If #CanadaPost franked more stamps their bottom line would rise about 10%. About 1 in 10 letters not franked. 2 today
8793,8793.jpg,8793.txt,negative,My response everytime???? #ShesKindaHotVMA
18805,18805.jpg,18805.txt,positive,Calgary police about to launch terrorism intervention program ReDirect. My story: #yyc
3485,3485.jpg,3485.txt,negative,From . #vote dishonorable #CPC OUT in #elxn42! No respect for #vets #Canada or #canadians! #cdnpoli
17065,17065.jpg,17065.txt,positive,"Happy Labour Day! ???? Yaletown & S Granville are closed, Four Seasons is open! #BloVancouver"
10845,10845.jpg,10845.txt,positive,#WorldPhotographyDay ?? Sky High #CanadasWonderland #ThemePark #Vaughan #Toronto #Ontario #Canada #SamsungPhotography
17474,17474.jpg,17474.txt,positive,Ready 4u Janet Jackson are you ready for #vancouver #UnbreakableVancouver #UnbreakableWorldTour opening night!
10902,10902.jpg,10902.txt,positive,#Paddling with on just one of the many serene lakes nestled in #Kootenay mountains #exploreBC #Canada
21625,21625.jpg,21625.txt,positive,"Yup, having lunch with = awesome (his art, not the human lol)"
13166,13166.jpg,13166.txt,negative,We are looking for a buyer on 31775 Hickory #Warren #MI #realestate
17473,17473.jpg,17473.txt,positive,Beautiful BC #vancouverisland #Victoria ?? #home
6664,6664.jpg,6664.txt,positive,Had a great time at the #BaskItStyle event today!! Thanks for having me! #CountryMusic #giftbag #Toronto
8932,8932.jpg,8932.txt,negative,If 5h win... Picture from #ShesKindaHotVMA
19322,19322.jpg,19322.txt,negative,Monday's be like #yyc #foodie
22611,22611.jpg,22611.txt,negative,That's the point... It would suck to post this picture:
13351,13351.jpg,13351.txt,positive,Go! Eskies Go! #AllHeartsEsks
8160,8160.jpg,8160.txt,positive,"The 2 doggies in my life, Ruby (left) & Wishbone (right). My doggie niece and nephew. #NationalDogDay"
19983,19983.jpg,19983.txt,positive,Ana and Mel arrive 2morrow ! #excited #bestfriend #buddy #relax #ottawa
10377,10377.jpg,10377.txt,negative,#AmberAlert RT! SHARE at #Canada #news #abduction #FindHailey
22232,22232.jpg,22232.txt,negative,he faved it #daymade
3309,3309.jpg,3309.txt,positive,"900!?! ?? I'm PUMPED by all the Twitter love & support ???? You rock, #Cloverdale #Langley! ???? #elxn42 #Aldag2015"
6757,6757.jpg,6757.txt,positive,Looking for something to read inside while it rains? Last week in #musicnews: #Ottawa #music
14232,14232.jpg,14232.txt,positive,Labour volunteers ready to knock on doors for the #NDP in #Dartmouth & #Halifax today! #NSpoli #canlab #NovaScotia
22683,22683.jpg,22683.txt,positive,get the right amount of sleep at night with Arbonne's sleep well spray :)
12271,12271.jpg,12271.txt,positive,Look up on your way into the clocktower today! #macewanu #yegdt
10481,10481.jpg,10481.txt,negative,Felt #earthquake M2.4 strikes 7 km N of #Abbotsford (#Canada) 19 min ago. Please report to:
13290,13290.jpg,13290.txt,positive,I'm not getting old ?? I'm getting better #birthdaygirl #birthday #youngatheart #balloons #virgo
8093,8093.jpg,8093.txt,positive,Happy #NationalDogDay! xoxo
13418,13418.jpg,13418.txt,positive,Cool and colorful :) RT By Jopy #gallery #artist #art #painting
21068,21068.jpg,21068.txt,positive,I would love to show you my #listing at 1715 Charles #Saginaw #MI #realestate
12503,12503.jpg,12503.txt,negative,Pilot dead after small plane crashes in Stoney Creek. #HamOnt
16315,16315.jpg,16315.txt,positive,Thanks for the sweet business cards #JukeBoxPrint. #Toronto #Comedy #ShowBiz #Haters
12042,12042.jpg,12042.txt,negative,"How does this happen? 3 cars, 3 different directions! 100Ave & 116st #yeg"
22639,22639.jpg,22639.txt,positive,15-16 Upper Deck O-Pee-Chee Breaks Are Posted - Team Random & Team Select.
9618,9618.jpg,9618.txt,negative,nudes for nudes #ShesKindaHotVMA
21770,21770.jpg,21770.txt,positive,Goodnight from us to you??
7854,7854.jpg,7854.txt,negative,I'm declaring a #NationalDogDay Picture War with my co-workers. I give you Poop-Bag Batman.
21915,21915.jpg,21915.txt,negative,Sad day for the McNitt house
20926,20926.jpg,20926.txt,negative,#SelfieForNash SICK
13644,13644.jpg,13644.txt,positive,#Art Introducing My just finished Painting Amish Day Sunset 40x60 #canvas
6360,6360.jpg,6360.txt,negative,Vevo right now #DragMeDownMusicVideo
8781,8781.jpg,8781.txt,negative,5sos fam @ 5h fans when they say we are cheating #ShesKindaHotVMA
8628,8628.jpg,8628.txt,negative,When you've got bigger hands that no one else understands... #ShesKindaHotVMA
18843,18843.jpg,18843.txt,positive,Mairi Gordon & Clive with United Nurses of Alberta are marching in the Calgary Pride parade for the first time. #yyc
8441,8441.jpg,8441.txt,positive,Happy #NationalDogDay ????
12487,12487.jpg,12487.txt,negative,. train delays Tuesday: Daystarter Traffic #HamOnt
20582,20582.jpg,20582.txt,negative,"Come one #CalgarySW. Open more checkout lines, lines halfway into the store. #customersleaving #wastedfood"
12646,12646.jpg,12646.txt,positive,A lovely thought for the second part of the week. #HamOnt #Inspiration
8990,8990.jpg,8990.txt,negative,#JetBlackHeart is LIZ-APPROVED !! #ShesKindaHotEP #ShesKindaHotVMA
6188,6188.jpg,6188.txt,positive,#LiveMusic ? ? Space Jam ?
14614,14614.jpg,14614.txt,positive,This is my jam: WDFN-AM by WDFN ? #iHeartRadio #NowPlaying
9556,9556.jpg,9556.txt,negative,Me: Huke Lemming is that you???? Luke/Huke: yaaaaaaaaaaaaaaaaah #SheskindahotVMA
14132,14132.jpg,14132.txt,negative,It seems like my #cat is #whiner than ever! #cats #kitties #pets #animals #whine #whiners #whiny #funnycartoon #art
15250,15250.jpg,15250.txt,positive,It's #WineWednesday so we are reminiscing about the tasty glasses of red and white from #TasteOfToronto
6980,6980.jpg,6980.txt,positive,Mark Kosower killing it in Haydn's Cello Concerto in C Major #cleveorchestra #brilliant #music
13220,13220.jpg,13220.txt,negative,To all those fandoms who tried trending #OneDirectionIsBreakingUpParty but failed
11923,11923.jpg,11923.txt,positive,got married here #YegRocks #StJoesephbascilica Night ttime
3296,3296.jpg,3296.txt,negative,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #elxn42 #Ready4Change
8028,8028.jpg,8028.txt,negative,They give special love #NationalDogDay
7961,7961.jpg,7961.txt,positive,#HappyNationalDogDay to my only friends
13692,13692.jpg,13692.txt,negative,"-Since I wasn't feeling that great earlier, I forgot to post this... #HogwartsIsMyHome"
22076,22076.jpg,22076.txt,negative,#Terrorism a treat to #Democracy.
20442,20442.jpg,20442.txt,positive,falling in love in down town #ottawa
3101,3101.jpg,3101.txt,negative,#CPC bus was supposed to last until Oct 19 but the wheels fell off prematurely. #cdnpoli #elxn42
13902,13902.jpg,13902.txt,positive,The dancers from entertaining the guests with some groovy moves! #wenttoagardenparty2015
9317,9317.jpg,9317.txt,positive,WE ARE THE CHAMPIONS #ShesKindaHotVMA
12879,12879.jpg,12879.txt,negative,Have you lost your scooter or had it stolen? If this is it you can find it's remains in Shamrock Park. #HamOnt
6963,6963.jpg,6963.txt,negative,I SRSLY CANT RIGHT NOW OMG??? #DragMeDownMusicVideo
7654,7654.jpg,7654.txt,positive,Happy #NationalDogDay Celebrating with photo of the family farm dog @ #VibrantFarms #DogDaysofSummer
5126,5126.jpg,5126.txt,negative,"""""Please do not walk down the escalator."""" #stagnant #thrill #TIFF15"
22613,22613.jpg,22613.txt,negative,Work for TRUMP Til a REAL President in WH
9023,9023.jpg,9023.txt,negative,durring voting #ShesKindaHotVMA
14838,14838.jpg,14838.txt,negative,me after listening to #jetblackheart
12831,12831.jpg,12831.txt,positive,Sabrina brought Skor Bit cookies into the office today! ?? #sweet #treat #homemadecookies #HamOnt
17120,17120.jpg,17120.txt,positive,"Morning, mofos! slept like a newborn baby feeling #funkyfresh after shower #selfie #Vancouver DAMN! its amost 10 am."
12218,12218.jpg,12218.txt,negative,Digging in to the face meat. #pigout #yegfood
15280,15280.jpg,15280.txt,negative,Another summer in paradise city comes to an end. #toronto
6151,6151.jpg,6151.txt,positive,"RN / Registered Nurse /... - Supplemental Health Care: (#Lancaster, NH) #Nursing #Job"
8047,8047.jpg,8047.txt,positive,I love my pups?? #NationalDogDay
12617,12617.jpg,12617.txt,negative,"Spider web in morning dew. Seen at Princess Point Park, Hamilton #HamOnt #Ontario"
3025,3025.jpg,3025.txt,negative,"5 things to watch for in Cdn. business this wk, including lots of stats & #elxn42 debate"
6808,6808.jpg,6808.txt,positive,Tonight! Ron Blake joins The Mingus Band for #MingusMondays #music #nycnightlife
12357,12357.jpg,12357.txt,negative,Inquest announced into 5 Barton Street jail inmate deaths. #HamOnt
14380,14380.jpg,14380.txt,positive,"RT via The artistic process always involves struggle,& often involves suffering #art"
10838,10838.jpg,10838.txt,positive,#YoungDrivers need to focus on establishing good habits while #driving: #AvivaCanada #License
22159,22159.jpg,22159.txt,negative,i still have this fucking picture of a piece of pizza on my desktop
19943,19943.jpg,19943.txt,positive,Have now been to 6 out of 9 stadiums. #Awesome #Ottawa ... Go
2640,2640.jpg,2640.txt,negative,You can use to see changing policy positions on still relevant issues. #Elxn42
16566,16566.jpg,16566.txt,positive,We need 5 more #dog heroes like Logan for tomorrow's #BloodDonor clinic! #Toronto
11083,11083.jpg,11083.txt,negative,#stats #canada #recession bankruptcy-canada.ca
13190,13190.jpg,13190.txt,negative,#WarrenMichigan elevation #floodzone between Dequindre - VanDyke #GMTechCenter (12-13mile Chicago area)- #stormwater
9847,9847.jpg,9847.txt,positive,Thank you to all the volunteers who helped with the move for 's campaign! #joly2015 #cdnpoli
21803,21803.jpg,21803.txt,negative,Fall is in the air for sections of the Maritimes today. Prepare for a break from the heat! Details @ 7
19891,19891.jpg,19891.txt,positive,WAITING FOR #OTRAOttawa
17889,17889.jpg,17889.txt,negative,"it's #backtoschool week! By next Tuesday, all the little ones will be back at it... #september #edmonton #timetoclean"
9812,9812.jpg,9812.txt,negative,. and so is this one....#cdnpoli
21802,21802.jpg,21802.txt,negative,FaceTime to my doggy??
18592,18592.jpg,18592.txt,negative,Not impressed to find these rain ponchos all over the streets in my hood this morning. No respect. #oneloveyyc #yyc
10362,10362.jpg,10362.txt,negative,Do you not see this hashtag at number 2 ???? #CANADAMATTERS5SOS
5955,5955.jpg,5955.txt,positive,Bets in Go #BlueJays
9035,9035.jpg,9035.txt,positive,Lashton Rt and tag a lashton babe or gent #ShesKindaHotVMA
20867,20867.jpg,20867.txt,negative,#SelfieForNash I'm Nicole and I love waffles??????
6863,6863.jpg,6863.txt,negative,"LIVE tonight! $4 tax in Jameson shots! All day, every day! #livemusic #Mississauga #irishwhiskey"
4577,4577.jpg,4577.txt,positive,"Want to work in #SherwoodPark, AB? View our latest opening: #Labor #Job #Jobs #Hiring"
9848,9848.jpg,9848.txt,negative,If I was debating tomorrow. #cdnpoli #elx42
17589,17589.jpg,17589.txt,positive,Another case of #RoadConstruction showing there is road capacity to spare & everything still works #Vancouver
22053,22053.jpg,22053.txt,positive,pecials
20447,20447.jpg,20447.txt,negative,Parking lot accidents can result in serious injuries #accidents #injuries #Ottawa
15042,15042.jpg,15042.txt,negative,first time hearing #jetblackheart be like..
8831,8831.jpg,8831.txt,negative,#ShesKindaHotVMA my kitty
4779,4779.jpg,4779.txt,negative,. tells us about #February LIVE from #TIFF40 #TIFF15
18639,18639.jpg,18639.txt,positive,I'm a coffee mule. Sharing the love ?? #yyccoffee
18395,18395.jpg,18395.txt,positive,good weekend :) universe airbrush #Montreal #ndg #mtl #NewYork #japan #Russia #Haiti
21437,21437.jpg,21437.txt,negative,"Actually, this is goals. #goals"
7225,7225.jpg,7225.txt,positive,"Almost at 1,000! Please share link and LIKE! :) #torontoartist #folkmusic #singersongwriter"
14325,14325.jpg,14325.txt,negative,You're listening to LIVE 9a-12p on It's talk radio without the #teaparty crazy!
3506,3506.jpg,3506.txt,negative,#DuffyTrial commentary in Vancouver's DTES just now. #elxn42
13345,13345.jpg,13345.txt,positive,"Lovely #tartine, beef tartar, and street view from the l'elephant du nil #bistro #lemarais #Paris #travel #cafe"
15337,15337.jpg,15337.txt,positive,2013 Argento Reserva #CabernetSauvignon with to finish off another great day. #Wine #TorontoWineBar
10069,10069.jpg,10069.txt,negative,Harper Conservatives called out for anti-refugee propaganda. #cdnpoli
5368,5368.jpg,5368.txt,negative,Non-IGers: I'd just like to say I tweeted this after Tulo's first at bat. You're welcome. #Tulo #bluejays #Tulolerud
22653,22653.jpg,22653.txt,positive,#hamptons life; as idyllic as it looks #newyork #LDWeekend #luxurytravel
6527,6527.jpg,6527.txt,positive,Happy Monday Everyone! It's a brand new week and we are so excited for it. #livemusic #greatfood #bestofbc
8960,8960.jpg,8960.txt,negative,I still have bad PCD and it's been 4 days #pcd #ShesKindaHotVMA #jetblackheart
17833,17833.jpg,17833.txt,positive,#UnbreakableEdmonton #JanetJackson can't you tell we're excited to see Miss Janet hit the stage? Hehehe
9142,9142.jpg,9142.txt,negative,they look so happy ???? #ShesKindaHotVMA
5185,5185.jpg,5185.txt,positive,Set up complete! Stop by starting tomorrow at 4 pm at David Pecaut Square for some beauty treats. ?? #TIFF15
8890,8890.jpg,8890.txt,negative,vote for smol lil mikey ???? #ShesKindaHotVMA
3793,3793.jpg,3793.txt,positive,Hello #UAE we are looking for an #intern from Middle East.Get #work #experience working for an #tech #Startup. #jobs
10001,10001.jpg,10001.txt,negative,Thx #BC gov for wasting my tax $ to lie to me about #LNG-no #fracking #cdnpoli #BCpoli #climatechange
17175,17175.jpg,17175.txt,positive,Picnic at midnight w/ at the foot of the Olympic Cauldron. I love this city! #Vancouver
7767,7767.jpg,7767.txt,positive,Look at my handsome puppy :). #NationalDogDay love
11148,11148.jpg,11148.txt,negative,If abortion is a settled issue in #Canada then why people get upset with images of abortion #TeamDykstra #CPC #StCath
9818,9818.jpg,9818.txt,negative,"#HARPERMAN YOUR TIME IS DONE, ENJOY YOUR TIME OUT OF OFFICE, YOU WILL BE RIDICULED EVERYWHERE. #cdnpoli"
14634,14634.jpg,14634.txt,positive,"No one can do a sad, forlorn, puppydog face like Gene Kelly! #SingingInTheRain #TCMParty #SUTS"
9835,9835.jpg,9835.txt,negative,The high cost of pollution not only on earth. #cdnpoli
7787,7787.jpg,7787.txt,positive,Ally wants to wish all doggies and their humans a very Happy #NationalDogDay! ??????
10972,10972.jpg,10972.txt,negative,RT IF YOU'RE FROM NEW BRUNSWICK #CANADAMATTERS5SOS
3001,3001.jpg,3001.txt,positive,It must be said ... and he demonstrates it best ... #elxn42 #polqc
21392,21392.jpg,21392.txt,positive,and look so adorable?? And was the sand tasty?? PLS FOLLOW ME NASH?????? 171
14953,14953.jpg,14953.txt,negative,<~This #author is genetically incapable of being 'normal' #BookBoost #IARTG #IAN1 #ASMSG
18049,18049.jpg,18049.txt,negative,Walk this way Centre de commerce mondial de #Montreal
13512,13512.jpg,13512.txt,positive,"Wait, WHAT? An outdoor """"rug"""" made of rocks. #awe #garden #inspiration #artists"
5735,5735.jpg,5735.txt,negative,Me after that Grand Slam #Edwin #BlueJays
17546,17546.jpg,17546.txt,negative,#YouKnowSummersOverWhen all the terrible #Summer #TV shows have their season finales #Sad #Vancouver #Followme
21965,21965.jpg,21965.txt,negative,"Good old """"side room"""" Ling."
8717,8717.jpg,8717.txt,negative,Relatable #ShesKindaHotVMA
16914,16914.jpg,16914.txt,positive,When met #batman.. Coolest car at the #torontocarshow2015 #batmobile #custommade #carshow #torontolowriders
19107,19107.jpg,19107.txt,positive,Had to stop at in for a surprise for Mr. It's amazing. Just wait. #yyc
19797,19797.jpg,19797.txt,negative,#yyctraffic Crash on Elbow Drive on G'more Tr overpass blocking most SB traffic. #ElbowBending
2523,2523.jpg,2523.txt,negative,"Canada among most vulnerable large economies. Quick, rearrange deckchairs. #cdnpoli #elxn42"
21398,21398.jpg,21398.txt,negative,"Even watching is illegal (laws) & immoral (norm, laws). It was obvious in the first place. + different values."
9755,9755.jpg,9755.txt,negative,"This was my favorite response to 's unwanted signs. Of course, she deleted the comment quickly. #cdnpoli"
7241,7241.jpg,7241.txt,positive,This week! #yycmusic
22263,22263.jpg,22263.txt,positive,Anyone out there ever try ?? I love low & hi tech clickers so this seems really neat! #assessmenttools
21772,21772.jpg,21772.txt,positive,I can't get over how dark my hair is in this???? #tb #TwitterlessGrace
3274,3274.jpg,3274.txt,negative,". throuhg his actions, has shown his disdain for any Canadian who opposes his conservative agenda. #elxn42"
5558,5558.jpg,5558.txt,positive,should be excited tones of baseball left but it's nice to see #1stALEAST game up on Yankees #bluejays
20909,20909.jpg,20909.txt,positive,#SelfieForNash I'm Nicole and I love waffles??????
20021,20021.jpg,20021.txt,positive,"Best time of year,Vendemia! We no how 2 celebrate it... Bringing all of the best Italian food & wine together #ottawa"
12224,12224.jpg,12224.txt,positive,Nice try ! But Motsu-Don won again! #manvsfood #somuchfun #toomuchrice? #izakaya #bar #foodchallenge #yeg
13841,13841.jpg,13841.txt,negative,Man’s hands burned in #Dartmouth apartment building fire
22498,22498.jpg,22498.txt,negative,Three refugee children found critically ill in Austria
22829,22829.jpg,22829.txt,negative,This song still slaps ????????
21172,21172.jpg,21172.txt,positive,Check out my roundup of versatile blanket scarves on the blog!
7609,7609.jpg,7609.txt,positive,I said we need more dogs in #comics - but where's Sweet Boy?: #NationalDogDay
12376,12376.jpg,12376.txt,positive,Stoney Creek Generals Host Rookie Camp starting tdy at 5:30pm #HamOnt #HTGenerals
16815,16815.jpg,16815.txt,positive,Been told I look like . Here I am at my most Franco-est. #Toronto #Comedy #ShowBiz #Haters #StandUp
12339,12339.jpg,12339.txt,negative,#yegcc sell us #bullshit and say it will #improve #traffic #yeg
17438,17438.jpg,17438.txt,negative,"Hey , quite a large gap in the number 3 bus heading south on main. #NotCool #Vancouver #Transit #BC"
10789,10789.jpg,10789.txt,negative,"?Aylan Kurdi, his mom brother buried.hecould raiseup in #Canada if Immigration not focused on milioner express visa"
15667,15667.jpg,15667.txt,negative,outfit for #ROWYSOToronto
